player_team,Player_jersey,reds,yellows,off_sides,fouls_number,,
Panama,15,0,1,0,4,,"insert into player_stat values ('Panama',15,0,1,0,4);"
IR Iran,19,0,0,0,1,,"insert into player_stat values ('IR Iran',19,0,0,0,1);"
Mexico,5,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Mexico',5,NULL,NULL,NULL,NULL);"
Belgium,20,0,0,0,4,,"insert into player_stat values ('Belgium',20,0,0,0,4);"
Senegal,16,0,0,0,0,,"insert into player_stat values ('Senegal',16,0,0,0,0);"
Tunisia,20,0,1,0,4,,"insert into player_stat values ('Tunisia',20,0,1,0,4);"
Sweden,18,0,0,0,3,,"insert into player_stat values ('Sweden',18,0,0,0,3);"
Egypt,8,0,0,0,6,,"insert into player_stat values ('Egypt',8,0,0,0,6);"
Senegal,4,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Senegal',4,NULL,NULL,NULL,NULL);"
England,2,0,2,0,2,,"insert into player_stat values ('England',2,0,2,0,2);"
Serbia,23,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Serbia',23,NULL,NULL,NULL,NULL);"
Croatia,7,0,1,1,9,,"insert into player_stat values ('Croatia',7,0,1,1,9);"
Senegal,18,0,0,1,4,,"insert into player_stat values ('Senegal',18,0,0,1,4);"
Portugal,8,0,0,0,6,,"insert into player_stat values ('Portugal',8,0,0,0,6);"
Serbia,20,0,1,2,9,,"insert into player_stat values ('Serbia',20,0,1,2,9);"
Morocco,2,0,1,0,2,,"insert into player_stat values ('Morocco',2,0,1,0,2);"
Saudi Arabia,14,0,0,0,2,,"insert into player_stat values ('Saudi Arabia',14,0,0,0,2);"
Senegal,14,0,0,0,0,,"insert into player_stat values ('Senegal',14,0,0,0,0);"
Serbia,8,0,1,0,0,,"insert into player_stat values ('Serbia',8,0,1,0,0);"
Uruguay,17,0,0,0,4,,"insert into player_stat values ('Uruguay',17,0,0,0,4);"
Mexico,23,0,1,0,4,,"insert into player_stat values ('Mexico',23,0,1,0,4);"
Panama,18,0,1,1,4,,"insert into player_stat values ('Panama',18,0,1,1,4);"
Japan,14,0,1,1,2,,"insert into player_stat values ('Japan',14,0,1,1,2);"
England,23,NULL,NULL,NULL,NULL,,"insert into player_stat values ('England',23,NULL,NULL,NULL,NULL);"
Portugal,9,0,0,1,1,,"insert into player_stat values ('Portugal',9,0,0,1,1);"
Denmark,6,0,0,0,2,,"insert into player_stat values ('Denmark',6,0,0,0,2);"
England,15,0,0,0,1,,"insert into player_stat values ('England',15,0,0,0,1);"
Uruguay,7,0,1,0,2,,"insert into player_stat values ('Uruguay',7,0,1,0,2);"
Mexico,14,0,0,3,2,,"insert into player_stat values ('Mexico',14,0,0,3,2);"
Uruguay,20,0,0,0,0,,"insert into player_stat values ('Uruguay',20,0,0,0,0);"
Australia,3,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Australia',3,NULL,NULL,NULL,NULL);"
Serbia,18,0,0,0,0,,"insert into player_stat values ('Serbia',18,0,0,0,0);"
Japan,3,0,0,0,0,,"insert into player_stat values ('Japan',3,0,0,0,0);"
Germany,8,0,0,0,1,,"insert into player_stat values ('Germany',8,0,0,0,1);"
Saudi Arabia,15,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Saudi Arabia',15,NULL,NULL,NULL,NULL);"
Egypt,20,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Egypt',20,NULL,NULL,NULL,NULL);"
Switzerland,13,0,0,0,5,,"insert into player_stat values ('Switzerland',13,0,0,0,5);"
Croatia,15,0,0,0,1,,"insert into player_stat values ('Croatia',15,0,0,0,1);"
Argentina,10,0,1,0,4,,"insert into player_stat values ('Argentina',10,0,1,0,4);"
IR Iran,22,NULL,NULL,NULL,NULL,,"insert into player_stat values ('IR Iran',22,NULL,NULL,NULL,NULL);"
Croatia,18,0,2,1,21,,"insert into player_stat values ('Croatia',18,0,2,1,21);"
Poland,17,0,0,0,0,,"insert into player_stat values ('Poland',17,0,0,0,0);"
Switzerland,5,0,0,0,3,,"insert into player_stat values ('Switzerland',5,0,0,0,3);"
Senegal,12,0,1,1,7,,"insert into player_stat values ('Senegal',12,0,1,1,7);"
Switzerland,7,0,0,0,2,,"insert into player_stat values ('Switzerland',7,0,0,0,2);"
Costa Rica,21,0,0,2,4,,"insert into player_stat values ('Costa Rica',21,0,0,2,4);"
Saudi Arabia,17,0,1,0,3,,"insert into player_stat values ('Saudi Arabia',17,0,1,0,3);"
Poland,13,0,0,2,2,,"insert into player_stat values ('Poland',13,0,0,2,2);"
Denmark,5,0,0,0,1,,"insert into player_stat values ('Denmark',5,0,0,0,1);"
IR Iran,15,NULL,NULL,NULL,NULL,,"insert into player_stat values ('IR Iran',15,NULL,NULL,NULL,NULL);"
Poland,5,0,1,0,2,,"insert into player_stat values ('Poland',5,0,1,0,2);"
Germany,22,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Germany',22,NULL,NULL,NULL,NULL);"
Germany,15,0,0,0,0,,"insert into player_stat values ('Germany',15,0,0,0,0);"
Iceland,15,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Iceland',15,NULL,NULL,NULL,NULL);"
Iceland,9,0,0,0,1,,"insert into player_stat values ('Iceland',9,0,0,0,1);"
Brazil,21,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Brazil',21,NULL,NULL,NULL,NULL);"
Australia,6,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Australia',6,NULL,NULL,NULL,NULL);"
Morocco,10,0,0,0,4,,"insert into player_stat values ('Morocco',10,0,0,0,4);"
Switzerland,3,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Switzerland',3,NULL,NULL,NULL,NULL);"
Mexico,12,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Mexico',12,NULL,NULL,NULL,NULL);"
Russia,4,0,0,0,2,,"insert into player_stat values ('Russia',4,0,0,0,2);"
Australia,19,0,1,1,4,,"insert into player_stat values ('Australia',19,0,1,1,4);"
Mexico,3,0,1,0,5,,"insert into player_stat values ('Mexico',3,0,1,0,5);"
Denmark,10,0,0,0,1,,"insert into player_stat values ('Denmark',10,0,0,0,1);"
Egypt,23,0,0,0,0,,"insert into player_stat values ('Egypt',23,0,0,0,0);"
Tunisia,21,0,0,0,3,,"insert into player_stat values ('Tunisia',21,0,0,0,3);"
Portugal,10,0,0,0,5,,"insert into player_stat values ('Portugal',10,0,0,0,5);"
Germany,10,0,0,0,0,,"insert into player_stat values ('Germany',10,0,0,0,0);"
Portugal,2,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Portugal',2,NULL,NULL,NULL,NULL);"
England,12,0,0,1,6,,"insert into player_stat values ('England',12,0,0,1,6);"
Tunisia,5,0,0,1,1,,"insert into player_stat values ('Tunisia',5,0,0,1,1);"
Saudi Arabia,11,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Saudi Arabia',11,NULL,NULL,NULL,NULL);"
Peru,3,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Peru',3,NULL,NULL,NULL,NULL);"
Egypt,19,0,0,0,0,,"insert into player_stat values ('Egypt',19,0,0,0,0);"
Tunisia,4,0,0,0,4,,"insert into player_stat values ('Tunisia',4,0,0,0,4);"
Russia,18,0,0,0,3,,"insert into player_stat values ('Russia',18,0,0,0,3);"
Korea Republic,13,0,0,0,0,,"insert into player_stat values ('Korea Republic',13,0,0,0,0);"
IR Iran,16,NULL,NULL,NULL,NULL,,"insert into player_stat values ('IR Iran',16,NULL,NULL,NULL,NULL);"
Costa Rica,1,0,0,0,0,,"insert into player_stat values ('Costa Rica',1,0,0,0,0);"
Japan,10,0,0,0,2,,"insert into player_stat values ('Japan',10,0,0,0,2);"
Nigeria,6,0,1,0,3,,"insert into player_stat values ('Nigeria',6,0,1,0,3);"
Denmark,19,0,0,0,2,,"insert into player_stat values ('Denmark',19,0,0,0,2);"
Australia,4,0,0,0,2,,"insert into player_stat values ('Australia',4,0,0,0,2);"
Sweden,11,0,1,0,1,,"insert into player_stat values ('Sweden',11,0,1,0,1);"
Senegal,23,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Senegal',23,NULL,NULL,NULL,NULL);"
Colombia,15,0,0,0,2,,"insert into player_stat values ('Colombia',15,0,0,0,2);"
Sweden,23,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Sweden',23,NULL,NULL,NULL,NULL);"
Spain,19,0,0,1,2,,"insert into player_stat values ('Spain',19,0,0,1,2);"
Russia,22,0,0,3,15,,"insert into player_stat values ('Russia',22,0,0,3,15);"
Colombia,10,0,1,1,4,,"insert into player_stat values ('Colombia',10,0,1,1,4);"
Mexico,6,0,0,0,0,,"insert into player_stat values ('Mexico',6,0,0,0,0);"
Australia,5,0,1,0,3,,"insert into player_stat values ('Australia',5,0,1,0,3);"
Costa Rica,3,0,0,0,1,,"insert into player_stat values ('Costa Rica',3,0,0,0,1);"
Denmark,20,0,2,1,9,,"insert into player_stat values ('Denmark',20,0,2,1,9);"
Germany,20,0,0,0,0,,"insert into player_stat values ('Germany',20,0,0,0,0);"
Argentina,20,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Argentina',20,NULL,NULL,NULL,NULL);"
Korea Republic,16,0,0,0,6,,"insert into player_stat values ('Korea Republic',16,0,0,0,6);"
Costa Rica,17,0,0,0,0,,"insert into player_stat values ('Costa Rica',17,0,0,0,0);"
Serbia,3,0,0,0,4,,"insert into player_stat values ('Serbia',3,0,0,0,4);"
England,10,0,0,3,10,,"insert into player_stat values ('England',10,0,0,3,10);"
Korea Republic,4,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Korea Republic',4,NULL,NULL,NULL,NULL);"
England,6,0,2,0,7,,"insert into player_stat values ('England',6,0,2,0,7);"
Russia,16,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Russia',16,NULL,NULL,NULL,NULL);"
Germany,4,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Germany',4,NULL,NULL,NULL,NULL);"
IR Iran,4,0,0,0,0,,"insert into player_stat values ('IR Iran',4,0,0,0,0);"
Serbia,22,0,1,0,1,,"insert into player_stat values ('Serbia',22,0,1,0,1);"
Korea Republic,21,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Korea Republic',21,NULL,NULL,NULL,NULL);"
Costa Rica,9,0,0,0,4,,"insert into player_stat values ('Costa Rica',9,0,0,0,4);"
Poland,22,0,0,0,0,,"insert into player_stat values ('Poland',22,0,0,0,0);"
Panama,2,0,2,0,5,,"insert into player_stat values ('Panama',2,0,2,0,5);"
Poland,6,0,1,0,3,,"insert into player_stat values ('Poland',6,0,1,0,3);"
France,11,0,0,0,1,,"insert into player_stat values ('France',11,0,0,0,1);"
Denmark,13,0,2,0,4,,"insert into player_stat values ('Denmark',13,0,2,0,4);"
Morocco,14,0,1,0,5,,"insert into player_stat values ('Morocco',14,0,1,0,5);"
Costa Rica,8,0,0,0,4,,"insert into player_stat values ('Costa Rica',8,0,0,0,4);"
Denmark,16,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Denmark',16,NULL,NULL,NULL,NULL);"
Australia,13,0,0,0,4,,"insert into player_stat values ('Australia',13,0,0,0,4);"
Morocco,9,0,0,0,2,,"insert into player_stat values ('Morocco',9,0,0,0,2);"
Sweden,21,0,0,0,2,,"insert into player_stat values ('Sweden',21,0,0,0,2);"
France,13,0,2,0,11,,"insert into player_stat values ('France',13,0,2,0,11);"
Portugal,1,0,0,0,0,,"insert into player_stat values ('Portugal',1,0,0,0,0);"
Saudi Arabia,20,0,0,0,0,,"insert into player_stat values ('Saudi Arabia',20,0,0,0,0);"
Panama,23,0,0,0,0,,"insert into player_stat values ('Panama',23,0,0,0,0);"
Costa Rica,13,0,0,0,1,,"insert into player_stat values ('Costa Rica',13,0,0,0,1);"
Russia,15,0,0,0,1,,"insert into player_stat values ('Russia',15,0,0,0,1);"
Tunisia,18,0,0,0,0,,"insert into player_stat values ('Tunisia',18,0,0,0,0);"
IR Iran,11,0,1,1,6,,"insert into player_stat values ('IR Iran',11,0,1,1,6);"
Switzerland,19,0,0,0,0,,"insert into player_stat values ('Switzerland',19,0,0,0,0);"
Spain,10,0,0,0,1,,"insert into player_stat values ('Spain',10,0,0,0,1);"
Serbia,9,0,2,3,5,,"insert into player_stat values ('Serbia',9,0,2,3,5);"
England,18,0,0,0,4,,"insert into player_stat values ('England',18,0,0,0,4);"
Egypt,13,0,0,0,2,,"insert into player_stat values ('Egypt',13,0,0,0,2);"
Serbia,1,0,0,0,0,,"insert into player_stat values ('Serbia',1,0,0,0,0);"
France,12,0,1,0,3,,"insert into player_stat values ('France',12,0,1,0,3);"
Spain,12,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Spain',12,NULL,NULL,NULL,NULL);"
Russia,10,0,1,3,4,,"insert into player_stat values ('Russia',10,0,1,3,4);"
Nigeria,15,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Nigeria',15,NULL,NULL,NULL,NULL);"
Serbia,10,0,0,0,3,,"insert into player_stat values ('Serbia',10,0,0,0,3);"
Nigeria,17,NULL,NULL,NULL,NULL,,"insert into player_stat values ('Nigeria',17,NULL,NULL,NULL,NULL);"
